season,date,time,road_team_abbr,road_team,road_team_pts,home_team_abbr,home_team,home_team_pts,overtime_flg,game_attnd,playoff_gm
2018-19,2019-01-13,8:00p,POR,Portland Trail Blazers,113,DEN,Denver Nuggets,116,,19520,0
2018-19,2019-01-13,9:30p,CLE,Cleveland Cavaliers,101,LAL,Los Angeles Lakers,95,,18997,0
2018-19,2019-01-13,1:00p,TOR,Toronto Raptors,140,WAS,Washington Wizards,138,2OT,16919,0
2018-19,2019-01-13,1:00p,PHI,Philadelphia 76ers,108,NYK,New York Knicks,105,,18596,0
2018-19,2019-01-13,7:00p,GSW,Golden State Warriors,119,DAL,Dallas Mavericks,114,,20340,0
2018-19,2019-01-13,3:30p,MIL,Milwaukee Bucks,133,ATL,Atlanta Hawks,114,,16292,0
2018-19,2019-01-13,6:00p,HOU,Houston Rockets,109,ORL,Orlando Magic,116,,16982,0
2018-19,2019-01-14,7:30p,BOS,Boston Celtics,102,BKN,Brooklyn Nets,109,,16247,0
2018-19,2019-01-14,10:30p,NOL,New Orleans Pelicans,121,LAC,Los Angeles Clippers,117,,15283,0
2018-19,2019-01-14,10:00p,POR,Portland Trail Blazers,107,SAC,Sacramento Kings,115,,17583,0
2018-19,2019-01-14,9:00p,DET,Detroit Pistons,94,UTA,Utah Jazz,100,,18306,0
2018-19,2019-01-14,8:00p,MEM,Memphis Grizzlies,94,HOU,Houston Rockets,112,,18055,0
2018-19,2019-01-14,8:30p,CHA,Charlotte Hornets,108,SAS,San Antonio Spurs,93,,18354,0
2018-19,2019-01-15,9:00p,GSW,Golden State Warriors,142,DEN,Denver Nuggets,111,,19896,0
2018-19,2019-01-15,10:30p,CHI,Chicago Bulls,100,LAL,Los Angeles Lakers,107,,18997,0
2018-19,2019-01-15,7:00p,PHX,Phoenix Suns,97,IND,Indiana Pacers,131,,15698,0
2018-19,2019-01-15,8:00p,MIA,Miami Heat,86,MIL,Milwaukee Bucks,124,,17626,0
2018-19,2019-01-15,7:00p,MIN,Minnesota Timberwolves,107,PHI,Philadelphia 76ers,149,,20265,0
2018-19,2019-01-15,7:30p,OKC,Oklahoma City Thunder,126,ATL,Atlanta Hawks,142,,15045,0
2018-19,2019-01-16,10:00p,CLE,Cleveland Cavaliers,112,POR,Portland Trail Blazers,129,,19089,0
2018-19,2019-01-16,10:30p,NOL,New Orleans Pelicans,140,GSW,Golden State Warriors,147,,19596,0
2018-19,2019-01-16,10:30p,UTA,Utah Jazz,129,LAC,Los Angeles Clippers,109,,15535,0
2018-19,2019-01-16,8:00p,MIL,Milwaukee Bucks,111,MEM,Memphis Grizzlies,101,,14921,0
2018-19,2019-01-16,8:30p,SAS,San Antonio Spurs,105,DAL,Dallas Mavericks,101,,20214,0
2018-19,2019-01-16,7:00p,ORL,Orlando Magic,115,DET,Detroit Pistons,120,OT,14019,0
2018-19,2019-01-16,8:00p,TOR,Toronto Raptors,108,BOS,Boston Celtics,117,,18624,0
2018-19,2019-01-16,8:00p,BKN,Brooklyn Nets,145,HOU,Houston Rockets,142,OT,18055,0
2018-19,2019-01-17,9:00p,CHI,Chicago Bulls,105,DEN,Denver Nuggets,135,,17289,0
2018-19,2019-01-17,3:00p,NYK,New York Knicks,100,WAS,Washington Wizards,101,,19078,0
2018-19,2019-01-17,7:00p,SAC,Sacramento Kings,95,CHA,Charlotte Hornets,114,,15431,0
2018-19,2019-01-17,7:00p,PHI,Philadelphia 76ers,120,IND,Indiana Pacers,96,,16007,0
2018-19,2019-01-17,9:30p,LAL,Los Angeles Lakers,138,OKC,Oklahoma City Thunder,128,OT,18203,0
2018-19,2019-01-17,7:30p,PHX,Phoenix Suns,109,TOR,Toronto Raptors,111,,19800,0
2018-19,2019-01-18,10:30p,NOL,New Orleans Pelicans,112,POR,Portland Trail Blazers,128,,19598,0
2018-19,2019-01-18,10:30p,GSW,Golden State Warriors,112,LAC,Los Angeles Clippers,94,,19068,0
2018-19,2019-01-18,9:00p,CLE,Cleveland Cavaliers,99,UTA,Utah Jazz,115,,18306,0
2018-19,2019-01-18,7:00p,MIA,Miami Heat,93,DET,Detroit Pistons,98,,17228,0
2018-19,2019-01-18,8:00p,SAS,San Antonio Spurs,116,MIN,Minnesota Timberwolves,113,,17222,0
2018-19,2019-01-18,7:00p,MEM,Memphis Grizzlies,116,BOS,Boston Celtics,122,,18624,0
2018-19,2019-01-18,7:00p,BKN,Brooklyn Nets,117,ORL,Orlando Magic,115,,17840,0
2018-19,2019-01-19,10:00p,CLE,Cleveland Cavaliers,102,DEN,Denver Nuggets,124,,19520,0
2018-19,2019-01-19,5:00p,PHX,Phoenix Suns,115,CHA,Charlotte Hornets,135,,19278,0
2018-19,2019-01-19,7:00p,DAL,Dallas Mavericks,99,IND,Indiana Pacers,111,,17508,0
2018-19,2019-01-19,7:30p,MEM,Memphis Grizzlies,90,TOR,Toronto Raptors,119,,19800,0
2018-19,2019-01-19,7:00p,SAC,Sacramento Kings,103,DET,Detroit Pistons,101,,15377,0
2018-19,2019-01-19,3:30p,OKC,Oklahoma City Thunder,117,PHI,Philadelphia 76ers,115,,20646,0
2018-19,2019-01-19,8:30p,LAL,Los Angeles Lakers,134,HOU,Houston Rockets,138,OT,18055,0
2018-19,2019-01-19,8:00p,MIA,Miami Heat,117,CHI,Chicago Bulls,103,,20926,0
2018-19,2019-01-19,7:30p,BOS,Boston Celtics,113,ATL,Atlanta Hawks,105,,16626,0
2018-19,2019-01-19,7:00p,MIL,Milwaukee Bucks,118,ORL,Orlando Magic,108,,18846,0
2018-19,2019-01-20,6:00p,CHA,Charlotte Hornets,95,IND,Indiana Pacers,120,,15015,0
2018-19,2019-01-20,7:00p,PHX,Phoenix Suns,114,MIN,Minnesota Timberwolves,116,,14607,0
2018-19,2019-01-20,7:00p,LAC,Los Angeles Clippers,103,SAS,San Antonio Spurs,95,,18354,0
2018-19,2019-01-21,10:30p,GSW,Golden State Warriors,130,LAL,Los Angeles Lakers,111,,18997,0
2018-19,2019-01-21,2:00p,DET,Detroit Pistons,87,WAS,Washington Wizards,101,,16229,0
2018-19,2019-01-21,3:30p,SAC,Sacramento Kings,94,BKN,Brooklyn Nets,123,,14233,0
2018-19,2019-01-21,12:30p,OKC,Oklahoma City Thunder,127,NYK,New York Knicks,109,,19493,0
2018-19,2019-01-21,2:00p,DAL,Dallas Mavericks,106,MIL,Milwaukee Bucks,116,,17963,0
2018-19,2019-01-21,5:30p,NOL,New Orleans Pelicans,105,MEM,Memphis Grizzlies,85,,17794,0
2018-19,2019-01-21,9:00p,POR,Portland Trail Blazers,109,UTA,Utah Jazz,104,,18306,0
2018-19,2019-01-21,1:00p,CHI,Chicago Bulls,104,CLE,Cleveland Cavaliers,88,,19432,0
2018-19,2019-01-21,6:00p,MIA,Miami Heat,99,BOS,Boston Celtics,107,,18624,0
2018-19,2019-01-21,8:00p,HOU,Houston Rockets,93,PHI,Philadelphia 76ers,121,,20313,0
2018-19,2019-01-21,3:00p,ORL,Orlando Magic,122,ATL,Atlanta Hawks,103,,16611,0
2018-19,2019-01-22,9:00p,MIN,Minnesota Timberwolves,118,PHX,Phoenix Suns,91,,14460,0
2018-19,2019-01-22,8:30p,LAC,Los Angeles Clippers,98,DAL,Dallas Mavericks,106,,19466,0
2018-19,2019-01-22,8:00p,POR,Portland Trail Blazers,114,OKC,Oklahoma City Thunder,123,,18203,0
2018-19,2019-01-22,7:00p,SAC,Sacramento Kings,105,TOR,Toronto Raptors,120,,19800,0
2018-19,2019-01-23,7:30p,ORL,Orlando Magic,110,BKN,Brooklyn Nets,114,,13185,0
2018-19,2019-01-23,7:30p,HOU,Houston Rockets,114,NYK,New York Knicks,110,,18819,0
2018-19,2019-01-23,7:00p,TOR,Toronto Raptors,106,IND,Indiana Pacers,110,,16879,0
2018-19,2019-01-23,8:00p,CHA,Charlotte Hornets,118,MEM,Memphis Grizzlies,107,,12863,0
2018-19,2019-01-23,10:30p,DEN,Denver Nuggets,108,UTA,Utah Jazz,114,,18306,0
2018-19,2019-01-23,8:00p,DET,Detroit Pistons,98,NOL,New Orleans Pelicans,94,,18181,0
2018-19,2019-01-23,7:30p,CLE,Cleveland Cavaliers,103,BOS,Boston Celtics,123,,18624,0
2018-19,2019-01-23,8:00p,SAS,San Antonio Spurs,120,PHI,Philadelphia 76ers,122,,20339,0
2018-19,2019-01-23,8:00p,ATL,Atlanta Hawks,121,CHI,Chicago Bulls,101,,18223,0
2018-19,2019-01-23,7:30p,LAC,Los Angeles Clippers,111,MIA,Miami Heat,99,,19600,0
2018-19,2019-01-24,10:30p,MIN,Minnesota Timberwolves,120,LAL,Los Angeles Lakers,105,,18997,0
2018-19,2019-01-24,8:00p,GSW,Golden State Warriors,126,WAS,Washington Wizards,118,,20409,0
2018-19,2019-01-24,9:00p,POR,Portland Trail Blazers,120,PHX,Phoenix Suns,106,,15441,0
2018-19,2019-01-24,8:00p,NOL,New Orleans Pelicans,116,OKC,Oklahoma City Thunder,122,,18203,0
2018-19,2019-01-25,9:00p,PHX,Phoenix Suns,95,DEN,Denver Nuggets,132,,17425,0
2018-19,2019-01-25,7:30p,NYK,New York Knicks,99,BKN,Brooklyn Nets,109,,17033,0
2018-19,2019-01-25,8:30p,CHA,Charlotte Hornets,99,MIL,Milwaukee Bucks,108,,17803,0
2018-19,2019-01-25,8:00p,SAC,Sacramento Kings,99,MEM,Memphis Grizzlies,96,,14486,0
2018-19,2019-01-25,9:00p,MIN,Minnesota Timberwolves,102,UTA,Utah Jazz,106,,18306,0
2018-19,2019-01-25,8:30p,DET,Detroit Pistons,101,DAL,Dallas Mavericks,106,,20327,0
2018-19,2019-01-25,7:30p,MIA,Miami Heat,100,CLE,Cleveland Cavaliers,94,,19432,0
2018-19,2019-01-25,8:00p,TOR,Toronto Raptors,119,HOU,Houston Rockets,121,,18055,0
2018-19,2019-01-25,8:00p,LAC,Los Angeles Clippers,106,CHI,Chicago Bulls,101,,19354,0
2018-19,2019-01-25,7:00p,WAS,Washington Wizards,95,ORL,Orlando Magic,91,,17216,0
2018-19,2019-01-26,9:00p,PHI,Philadelphia 76ers,110,DEN,Denver Nuggets,126,,19673,0
2018-19,2019-01-26,10:00p,ATL,Atlanta Hawks,111,POR,Portland Trail Blazers,120,,19629,0
2018-19,2019-01-26,8:00p,IND,Indiana Pacers,103,MEM,Memphis Grizzlies,106,,14486,0
2018-19,2019-01-26,6:00p,SAS,San Antonio Spurs,126,NOL,New Orleans Pelicans,114,,17724,0
2018-19,2019-01-26,8:30p,GSW,Golden State Warriors,115,BOS,Boston Celtics,111,,18624,0
2018-19,2019-01-27,9:30p,PHX,Phoenix Suns,102,LAL,Los Angeles Lakers,116,,18997,0
2018-19,2019-01-27,3:30p,SAC,Sacramento Kings,108,LAC,Los Angeles Clippers,122,,19068,0
2018-19,2019-01-27,7:30p,MIA,Miami Heat,106,NYK,New York Knicks,97,,18852,0
2018-19,2019-01-27,7:00p,TOR,Toronto Raptors,123,DAL,Dallas Mavericks,120,,20308,0
2018-19,2019-01-27,6:00p,MIL,Milwaukee Bucks,112,OKC,Oklahoma City Thunder,118,,18203,0
2018-19,2019-01-27,7:00p,UTA,Utah Jazz,125,MIN,Minnesota Timberwolves,111,,14542,0
2018-19,2019-01-27,7:00p,ORL,Orlando Magic,98,HOU,Houston Rockets,103,,18055,0
2018-19,2019-01-27,3:30p,CLE,Cleveland Cavaliers,104,CHI,Chicago Bulls,101,,19675,0
2018-19,2019-01-27,7:00p,WAS,Washington Wizards,119,SAS,San Antonio Spurs,132,,18354,0
2018-19,2019-01-28,7:00p,NYK,New York Knicks,92,CHA,Charlotte Hornets,101,,13963,0
2018-19,2019-01-28,10:30p,ATL,Atlanta Hawks,123,LAC,Los Angeles Clippers,118,,17382,0
2018-19,2019-01-28,7:00p,GSW,Golden State Warriors,132,IND,Indiana Pacers,100,,17923,0
2018-19,2019-01-28,8:00p,DEN,Denver Nuggets,95,MEM,Memphis Grizzlies,92,,12917,0
2018-19,2019-01-28,7:30p,BKN,Brooklyn Nets,104,BOS,Boston Celtics,112,,18624,0
2018-19,2019-01-29,10:30p,PHI,Philadelphia 76ers,121,LAL,Los Angeles Lakers,105,,18997,0
2018-19,2019-01-29,7:30p,CHI,Chicago Bulls,117,BKN,Brooklyn Nets,122,,12726,0
2018-19,2019-01-29,7:00p,WAS,Washington Wizards,113,CLE,Cleveland Cavaliers,116,,19432,0
2018-19,2019-01-29,7:00p,MIL,Milwaukee Bucks,115,DET,Detroit Pistons,105,,14187,0
2018-19,2019-01-29,8:00p,NOL,New Orleans Pelicans,121,HOU,Houston Rockets,116,,18055,0
2018-19,2019-01-29,8:30p,PHX,Phoenix Suns,124,SAS,San Antonio Spurs,126,,18121,0
2018-19,2019-01-29,7:00p,OKC,Oklahoma City Thunder,126,ORL,Orlando Magic,117,,16341,0
2018-19,2019-01-30,10:30p,UTA,Utah Jazz,105,POR,Portland Trail Blazers,132,,19393,0
2018-19,2019-01-30,8:00p,IND,Indiana Pacers,89,WAS,Washington Wizards,107,,15354,0
2018-19,2019-01-30,7:30p,DAL,Dallas Mavericks,114,NYK,New York Knicks,90,,18842,0
2018-19,2019-01-30,10:00p,ATL,Atlanta Hawks,113,SAC,Sacramento Kings,135,,17583,0
2018-19,2019-01-30,8:00p,DEN,Denver Nuggets,105,NOL,New Orleans Pelicans,99,,14211,0
2018-19,2019-01-30,8:00p,MEM,Memphis Grizzlies,97,MIN,Minnesota Timberwolves,99,OT,13615,0
2018-19,2019-01-30,7:30p,CHA,Charlotte Hornets,94,BOS,Boston Celtics,126,,18624,0
2018-19,2019-01-30,7:30p,CHI,Chicago Bulls,105,MIA,Miami Heat,89,,19600,0
2018-19,2019-01-31,10:30p,PHI,Philadelphia 76ers,113,GSW,Golden State Warriors,104,,19596,0
2018-19,2019-01-31,10:30p,LAL,Los Angeles Lakers,123,LAC,Los Angeles Clippers,120,OT,19068,0
2018-19,2019-01-31,8:00p,MIL,Milwaukee Bucks,105,TOR,Toronto Raptors,92,,19800,0
2018-19,2019-01-31,7:00p,DAL,Dallas Mavericks,89,DET,Detroit Pistons,93,,14075,0
2018-19,2019-01-31,8:30p,BKN,Brooklyn Nets,114,SAS,San Antonio Spurs,117,,18057,0
2018-19,2019-01-31,7:00p,IND,Indiana Pacers,100,ORL,Orlando Magic,107,,16625,0
2018-19,2019-02-01,7:00p,MEM,Memphis Grizzlies,92,CHA,Charlotte Hornets,100,,15387,0
2018-19,2019-02-01,7:30p,BOS,Boston Celtics,113,NYK,New York Knicks,99,,18343,0
2018-19,2019-02-01,10:00p,HOU,Houston Rockets,122,DEN,Denver Nuggets,136,,20106,0
2018-19,2019-02-01,9:00p,ATL,Atlanta Hawks,112,UTA,Utah Jazz,128,,18306,0
2018-19,2019-02-01,8:00p,OKC,Oklahoma City Thunder,118,MIA,Miami Heat,102,,19600,0
2018-19,2019-02-02,7:00p,CHI,Chicago Bulls,118,CHA,Charlotte Hornets,125,,19114,0
2018-19,2019-02-02,7:30p,DAL,Dallas Mavericks,111,CLE,Cleveland Cavaliers,98,,19432,0
2018-19,2019-02-02,9:00p,HOU,Houston Rockets,125,UTA,Utah Jazz,98,,18306,0
2018-19,2019-02-02,9:00p,ATL,Atlanta Hawks,118,PHX,Phoenix Suns,112,,15534,0
2018-19,2019-02-02,10:00p,PHI,Philadelphia 76ers,108,SAC,Sacramento Kings,115,,17583,0
2018-19,2019-02-02,9:00p,DEN,Denver Nuggets,107,MIN,Minnesota Timberwolves,106,,17208,0
2018-19,2019-02-02,8:30p,LAL,Los Angeles Lakers,101,GSW,Golden State Warriors,115,,19596,0
2018-19,2019-02-02,7:30p,IND,Indiana Pacers,95,MIA,Miami Heat,88,,19600,0
2018-19,2019-02-02,7:00p,MIL,Milwaukee Bucks,131,WAS,Washington Wizards,115,,20409,0
2018-19,2019-02-02,7:00p,BKN,Brooklyn Nets,89,ORL,Orlando Magic,102,,17385,0
2018-19,2019-02-02,5:00p,LAC,Los Angeles Clippers,111,DET,Detroit Pistons,101,,17862,0
2018-19,2019-02-02,8:30p,NOL,New Orleans Pelicans,108,SAS,San Antonio Spurs,113,,18354,0
2018-19,2019-02-03,1:00p,MEM,Memphis Grizzlies,96,NYK,New York Knicks,84,,17025,0
2018-19,2019-02-03,2:00p,OKC,Oklahoma City Thunder,129,BOS,Boston Celtics,134,,18624,0
2018-19,2019-02-03,3:00p,LAC,Los Angeles Clippers,103,TOR,Toronto Raptors,121,,19800,0
2018-19,2019-02-04,9:00p,HOU,Houston Rockets,118,PHX,Phoenix Suns,110,,15740,0
2018-19,2019-02-04,10:00p,SAS,San Antonio Spurs,112,SAC,Sacramento Kings,127,,16245,0
2018-19,2019-02-04,8:00p,IND,Indiana Pacers,109,NOL,New Orleans Pelicans,107,,15780,0
2018-19,2019-02-04,7:00p,ATL,Atlanta Hawks,137,WAS,Washington Wizards,129,,15025,0
2018-19,2019-02-04,7:30p,MIL,Milwaukee Bucks,113,BKN,Brooklyn Nets,94,,16209,0
2018-19,2019-02-04,7:00p,DEN,Denver Nuggets,103,DET,Detroit Pistons,129,,12589,0
2018-19,2019-02-05,7:00p,LAC,Los Angeles Clippers,117,CHA,Charlotte Hornets,115,,14300,0
2018-19,2019-02-05,7:30p,DET,Detroit Pistons,105,NYK,New York Knicks,92,,17853,0
2018-19,2019-02-05,8:00p,ORL,Orlando Magic,122,OKC,Oklahoma City Thunder,132,,18203,0
2018-19,2019-02-05,7:00p,BOS,Boston Celtics,103,CLE,Cleveland Cavaliers,96,,19432,0
2018-19,2019-02-05,8:00p,TOR,Toronto Raptors,119,PHI,Philadelphia 76ers,107,,20472,0
2018-19,2019-02-05,8:00p,MIN,Minnesota Timberwolves,106,MEM,Memphis Grizzlies,108,,13454,0
2018-19,2019-02-05,7:00p,LAL,Los Angeles Lakers,94,IND,Indiana Pacers,136,,17265,0
2018-19,2019-02-05,10:30p,MIA,Miami Heat,118,POR,Portland Trail Blazers,108,,19468,0
2018-19,2019-02-06,8:00p,NOL,New Orleans Pelicans,125,CHI,Chicago Bulls,120,,18116,0
2018-19,2019-02-06,9:00p,PHX,Phoenix Suns,88,UTA,Utah Jazz,116,,18306,0
2018-19,2019-02-06,10:00p,HOU,Houston Rockets,127,SAC,Sacramento Kings,101,,17583,0
2018-19,2019-02-06,10:30p,SAS,San Antonio Spurs,102,GSW,Golden State Warriors,141,,19596,0
2018-19,2019-02-06,8:00p,WAS,Washington Wizards,129,MIL,Milwaukee Bucks,148,,17360,0
2018-19,2019-02-06,7:30p,DEN,Denver Nuggets,130,BKN,Brooklyn Nets,135,,14516,0
2018-19,2019-02-06,8:30p,CHA,Charlotte Hornets,93,DAL,Dallas Mavericks,99,,19606,0
2018-19,2019-02-07,8:00p,MEM,Memphis Grizzlies,95,OKC,Oklahoma City Thunder,117,,18203,0
2018-19,2019-02-07,8:00p,LAL,Los Angeles Lakers,129,BOS,Boston Celtics,128,,18624,0
2018-19,2019-02-07,7:00p,MIN,Minnesota Timberwolves,112,ORL,Orlando Magic,122,,17184,0
2018-19,2019-02-07,7:00p,LAC,Los Angeles Clippers,92,IND,Indiana Pacers,116,,15756,0
2018-19,2019-02-07,7:30p,TOR,Toronto Raptors,119,ATL,Atlanta Hawks,101,,16036,0
2018-19,2019-02-07,10:30p,SAS,San Antonio Spurs,118,POR,Portland Trail Blazers,127,,19393,0
2018-19,2019-02-08,9:00p,GSW,Golden State Warriors,117,PHX,Phoenix Suns,107,,17081,0
2018-19,2019-02-08,10:00p,MIA,Miami Heat,96,SAC,Sacramento Kings,102,,17583,0
2018-19,2019-02-08,9:30p,MIN,Minnesota Timberwolves,117,NOL,New Orleans Pelicans,122,,16980,0
2018-19,2019-02-08,7:00p,DEN,Denver Nuggets,110,PHI,Philadelphia 76ers,117,,20627,0
2018-19,2019-02-08,7:00p,CLE,Cleveland Cavaliers,106,WAS,Washington Wizards,119,,16682,0
2018-19,2019-02-08,7:30p,CHI,Chicago Bulls,125,BKN,Brooklyn Nets,106,,15267,0
2018-19,2019-02-08,7:00p,NYK,New York Knicks,103,DET,Detroit Pistons,120,,14430,0
2018-19,2019-02-08,8:30p,MIL,Milwaukee Bucks,122,DAL,Dallas Mavericks,107,,20420,0
2018-19,2019-02-09,7:30p,TOR,Toronto Raptors,104,NYK,New York Knicks,99,,18886,0
2018-19,2019-02-09,8:00p,WAS,Washington Wizards,134,CHI,Chicago Bulls,125,,19942,0
2018-19,2019-02-09,5:00p,SAS,San Antonio Spurs,105,UTA,Utah Jazz,125,,18306,0
2018-19,2019-02-09,8:00p,LAC,Los Angeles Clippers,123,BOS,Boston Celtics,112,,18624,0
2018-19,2019-02-09,8:30p,OKC,Oklahoma City Thunder,117,HOU,Houston Rockets,112,,18061,0
2018-19,2019-02-09,9:00p,ORL,Orlando Magic,103,MIL,Milwaukee Bucks,83,,17812,0
2018-19,2019-02-09,8:00p,NOL,New Orleans Pelicans,90,MEM,Memphis Grizzlies,99,,16841,0
2018-19,2019-02-09,7:00p,CLE,Cleveland Cavaliers,90,IND,Indiana Pacers,105,,17923,0
2018-19,2019-02-09,7:30p,CHA,Charlotte Hornets,129,ATL,Atlanta Hawks,120,,15048,0
2018-19,2019-02-10,6:00p,PHX,Phoenix Suns,104,SAC,Sacramento Kings,117,,17583,0
2018-19,2019-02-10,8:30p,MIA,Miami Heat,118,GSW,Golden State Warriors,120,,19596,0
2018-19,2019-02-10,3:30p,LAL,Los Angeles Lakers,120,PHI,Philadelphia 76ers,143,,20683,0
2018-19,2019-02-10,7:30p,ORL,Orlando Magic,124,ATL,Atlanta Hawks,108,,13370,0
2018-19,2019-02-10,3:00p,POR,Portland Trail Blazers,101,DAL,Dallas Mavericks,102,,20340,0
2018-19,2019-02-11,8:00p,POR,Portland Trail Blazers,111,OKC,Oklahoma City Thunder,120,,18203,0
2018-19,2019-02-11,8:00p,MIL,Milwaukee Bucks,112,CHI,Chicago Bulls,99,,18833,0
2018-19,2019-02-11,7:00p,NYK,New York Knicks,104,CLE,Cleveland Cavaliers,107,,19432,0
2018-19,2019-02-11,9:00p,MIA,Miami Heat,87,DEN,Denver Nuggets,103,,18378,0
2018-19,2019-02-11,8:00p,LAC,Los Angeles Clippers,120,MIN,Minnesota Timberwolves,130,,13782,0
2018-19,2019-02-11,8:00p,DAL,Dallas Mavericks,104,HOU,Houston Rockets,120,,18055,0
2018-19,2019-02-11,7:30p,BKN,Brooklyn Nets,125,TOR,Toronto Raptors,127,,19800,0
2018-19,2019-02-11,7:00p,WAS,Washington Wizards,112,DET,Detroit Pistons,121,,15246,0
2018-19,2019-02-11,7:00p,CHA,Charlotte Hornets,90,IND,Indiana Pacers,99,,15734,0
2018-19,2019-02-12,10:30p,UTA,Utah Jazz,108,GSW,Golden State Warriors,115,,19596,0
2018-19,2019-02-12,8:00p,ORL,Orlando Magic,118,NOL,New Orleans Pelicans,88,,15733,0
2018-19,2019-02-12,8:00p,BOS,Boston Celtics,112,PHI,Philadelphia 76ers,109,,20582,0
2018-19,2019-02-12,8:00p,SAS,San Antonio Spurs,108,MEM,Memphis Grizzlies,107,,13788,0
2018-19,2019-02-12,7:30p,LAL,Los Angeles Lakers,113,ATL,Atlanta Hawks,117,,16824,0
2018-19,2019-02-13,7:30p,PHI,Philadelphia 76ers,126,NYK,New York Knicks,111,,18983,0
2018-19,2019-02-13,8:00p,MEM,Memphis Grizzlies,110,CHI,Chicago Bulls,122,,19114,0
2018-19,2019-02-13,7:00p,BKN,Brooklyn Nets,148,CLE,Cleveland Cavaliers,139,3OT,17434,0
2018-19,2019-02-13,9:00p,SAC,Sacramento Kings,118,DEN,Denver Nuggets,120,,17938,0
2018-19,2019-02-13,8:00p,HOU,Houston Rockets,111,MIN,Minnesota Timberwolves,121,,15131,0
2018-19,2019-02-13,7:30p,DET,Detroit Pistons,110,BOS,Boston Celtics,118,,18624,0
2018-19,2019-02-13,7:30p,WAS,Washington Wizards,120,TOR,Toronto Raptors,129,,19800,0
2018-19,2019-02-13,10:30p,PHX,Phoenix Suns,107,LAC,Los Angeles Clippers,134,,17703,0
2018-19,2019-02-13,7:00p,MIL,Milwaukee Bucks,106,IND,Indiana Pacers,97,,17311,0
2018-19,2019-02-13,8:30p,MIA,Miami Heat,112,DAL,Dallas Mavericks,101,,20364,0
2018-19,2019-02-13,10:30p,GSW,Golden State Warriors,107,POR,Portland Trail Blazers,129,,19549,0
2018-19,2019-02-14,8:00p,OKC,Oklahoma City Thunder,122,NOL,New Orleans Pelicans,131,,15686,0
2018-19,2019-02-14,7:00p,CHA,Charlotte Hornets,89,ORL,Orlando Magic,127,,18846,0
2018-19,2019-02-14,7:30p,NYK,New York Knicks,106,ATL,Atlanta Hawks,91,,14179,0
2018-19,2019-02-21,7:00p,PHX,Phoenix Suns,98,CLE,Cleveland Cavaliers,111,,19022,0
2018-19,2019-02-21,10:30p,HOU,Houston Rockets,106,LAL,Los Angeles Lakers,111,,18997,0
2018-19,2019-02-21,10:30p,SAC,Sacramento Kings,123,GSW,Golden State Warriors,125,,19596,0
2018-19,2019-02-21,7:00p,MIA,Miami Heat,102,PHI,Philadelphia 76ers,106,,20505,0
2018-19,2019-02-21,8:00p,BOS,Boston Celtics,97,MIL,Milwaukee Bucks,98,,17926,0
2018-19,2019-02-21,7:30p,POR,Portland Trail Blazers,113,BKN,Brooklyn Nets,99,,17732,0
2018-19,2019-02-22,7:00p,WAS,Washington Wizards,110,CHA,Charlotte Hornets,123,,15572,0
2018-19,2019-02-22,7:30p,MIN,Minnesota Timberwolves,115,NYK,New York Knicks,104,,19096,0
2018-19,2019-02-22,9:30p,UTA,Utah Jazz,147,OKC,Oklahoma City Thunder,148,2OT,18203,0
2018-19,2019-02-22,7:00p,SAS,San Antonio Spurs,117,TOR,Toronto Raptors,120,,20058,0
2018-19,2019-02-22,7:00p,CHI,Chicago Bulls,110,ORL,Orlando Magic,109,,18846,0
2018-19,2019-02-22,8:00p,LAC,Los Angeles Clippers,112,MEM,Memphis Grizzlies,106,,16444,0
2018-19,2019-02-22,7:00p,NOL,New Orleans Pelicans,111,IND,Indiana Pacers,126,,16962,0
2018-19,2019-02-22,7:30p,DET,Detroit Pistons,125,ATL,Atlanta Hawks,122,,14067,0
2018-19,2019-02-22,8:30p,DEN,Denver Nuggets,114,DAL,Dallas Mavericks,104,,20382,0
2018-19,2019-02-23,7:00p,BKN,Brooklyn Nets,117,CHA,Charlotte Hornets,115,,19158,0
2018-19,2019-02-23,8:00p,SAC,Sacramento Kings,119,OKC,Oklahoma City Thunder,116,,18203,0
2018-19,2019-02-23,8:00p,BOS,Boston Celtics,116,CHI,Chicago Bulls,126,,21295,0
2018-19,2019-02-23,7:00p,MEM,Memphis Grizzlies,107,CLE,Cleveland Cavaliers,112,,19432,0
2018-19,2019-02-23,10:00p,DAL,Dallas Mavericks,109,UTA,Utah Jazz,125,,18306,0
2018-19,2019-02-23,8:30p,HOU,Houston Rockets,118,GSW,Golden State Warriors,112,,19596,0
2018-19,2019-02-23,7:30p,DET,Detroit Pistons,119,MIA,Miami Heat,96,,19600,0
2018-19,2019-02-23,7:00p,LAL,Los Angeles Lakers,115,NOL,New Orleans Pelicans,128,,18626,0
2018-19,2019-02-23,1:00p,POR,Portland Trail Blazers,130,PHI,Philadelphia 76ers,115,,20619,0
2018-19,2019-02-23,8:30p,MIN,Minnesota Timberwolves,128,MIL,Milwaukee Bucks,140,,17972,0
2018-19,2019-02-23,7:00p,IND,Indiana Pacers,119,WAS,Washington Wizards,112,,19648,0
2018-19,2019-02-23,7:00p,PHX,Phoenix Suns,112,ATL,Atlanta Hawks,120,,15214,0
2018-19,2019-02-24,7:30p,SAS,San Antonio Spurs,118,NYK,New York Knicks,130,,18019,0
