season,date,time,road_team_abbr,road_team,road_team_pts,home_team_abbr,home_team,home_team_pts,overtime_flg,game_attnd,playoff_gm
2000-01,2001-03-20,9:00p,WAS,Washington Wizards,91,PHX,Phoenix Suns,105,,17245,0
2000-01,2001-03-20,10:30p,HOU,Houston Rockets,109,SAC,Sacramento Kings,125,,17317,0
2000-01,2001-03-20,10:30p,PHI,Philadelphia 76ers,77,LAC,Los Angeles Clippers,88,,19680,0
2000-01,2001-03-20,7:30p,VAN,Vancouver Grizzlies,90,NJN,New Jersey Nets,104,,14531,0
2000-01,2001-03-20,8:00p,IND,Indiana Pacers,81,TOR,Toronto Raptors,102,,19800,0
2000-01,2001-03-21,7:00p,ORL,Orlando Magic,95,IND,Indiana Pacers,96,,17926,0
2000-01,2001-03-21,8:00p,DAL,Dallas Mavericks,97,MIN,Minnesota Timberwolves,109,,18101,0
2000-01,2001-03-21,8:00p,LAL,Los Angeles Lakers,100,MIL,Milwaukee Bucks,107,,18717,0
2000-01,2001-03-21,10:30p,WAS,Washington Wizards,99,GSW,Golden State Warriors,94,,10308,0
2000-01,2001-03-21,7:00p,SAS,San Antonio Spurs,97,BOS,Boston Celtics,77,,15764,0
2000-01,2001-03-21,7:30p,TOR,Toronto Raptors,95,CHA,Charlotte Hornets,111,,15746,0
2000-01,2001-03-21,7:30p,CHI,Chicago Bulls,81,MIA,Miami Heat,109,,16383,0
2000-01,2001-03-22,7:30p,VAN,Vancouver Grizzlies,95,CLE,Cleveland Cavaliers,109,,12168,0
2000-01,2001-03-22,9:00p,POR,Portland Trail Blazers,101,UTA,Utah Jazz,99,,19911,0
2000-01,2001-03-22,7:30p,SAS,San Antonio Spurs,115,ATL,Atlanta Hawks,101,,12124,0
2000-01,2001-03-22,10:30p,DET,Detroit Pistons,98,SAC,Sacramento Kings,103,,17317,0
2000-01,2001-03-22,10:30p,HOU,Houston Rockets,92,LAC,Los Angeles Clippers,97,,14059,0
2000-01,2001-03-22,10:00p,PHX,Phoenix Suns,91,SEA,Seattle SuperSonics,88,,17072,0
2000-01,2001-03-22,7:30p,BOS,Boston Celtics,113,NJN,New Jersey Nets,98,,12621,0
2000-01,2001-03-23,7:00p,VAN,Vancouver Grizzlies,75,IND,Indiana Pacers,95,,18345,0
2000-01,2001-03-23,8:00p,DEN,Denver Nuggets,90,MIN,Minnesota Timberwolves,101,,18777,0
2000-01,2001-03-23,10:30p,WAS,Washington Wizards,91,LAL,Los Angeles Lakers,104,,18997,0
2000-01,2001-03-23,8:30p,ORL,Orlando Magic,103,MIL,Milwaukee Bucks,115,,18717,0
2000-01,2001-03-23,8:30p,CHA,Charlotte Hornets,90,CHI,Chicago Bulls,93,OT,21957,0
2000-01,2001-03-23,9:00p,PHI,Philadelphia 76ers,71,PHX,Phoenix Suns,84,,19023,0
2000-01,2001-03-23,7:30p,NJN,New Jersey Nets,95,NYK,New York Knicks,86,,19763,0
2000-01,2001-03-23,7:00p,ATL,Atlanta Hawks,86,TOR,Toronto Raptors,112,,19554,0
2000-01,2001-03-24,7:30p,DEN,Denver Nuggets,105,CLE,Cleveland Cavaliers,117,,16519,0
2000-01,2001-03-24,9:00p,WAS,Washington Wizards,93,UTA,Utah Jazz,119,,19353,0
2000-01,2001-03-24,10:30p,DET,Detroit Pistons,95,GSW,Golden State Warriors,103,,14832,0
2000-01,2001-03-24,8:30p,CHA,Charlotte Hornets,100,DAL,Dallas Mavericks,103,,18187,0
2000-01,2001-03-24,10:00p,HOU,Houston Rockets,90,SEA,Seattle SuperSonics,93,,16557,0
2000-01,2001-03-25,3:30p,NJN,New Jersey Nets,91,MIN,Minnesota Timberwolves,105,,19006,0
2000-01,2001-03-25,2:30p,ATL,Atlanta Hawks,98,MIL,Milwaukee Bucks,105,,18717,0
2000-01,2001-03-25,6:30p,LAL,Los Angeles Lakers,84,SAC,Sacramento Kings,72,,17317,0
2000-01,2001-03-25,3:00p,CHI,Chicago Bulls,98,BOS,Boston Celtics,102,,18624,0
2000-01,2001-03-25,12:00p,VAN,Vancouver Grizzlies,92,TOR,Toronto Raptors,102,,19800,0
2000-01,2001-03-25,12:00p,SAS,San Antonio Spurs,83,MIA,Miami Heat,88,,16500,0
2000-01,2001-03-25,12:00p,IND,Indiana Pacers,82,ORL,Orlando Magic,84,,15283,0
2000-01,2001-03-26,9:00p,DAL,Dallas Mavericks,98,UTA,Utah Jazz,90,,19911,0
2000-01,2001-03-26,8:30p,DEN,Denver Nuggets,109,CHI,Chicago Bulls,104,OT,21748,0
2000-01,2001-03-26,10:30p,NYK,New York Knicks,89,GSW,Golden State Warriors,87,OT,17207,0
2000-01,2001-03-26,9:00p,LAL,Los Angeles Lakers,83,PHX,Phoenix Suns,104,,19023,0
2000-01,2001-03-26,10:00p,CLE,Cleveland Cavaliers,86,SEA,Seattle SuperSonics,104,,12656,0
2000-01,2001-03-26,10:00p,LAC,Los Angeles Clippers,96,POR,Portland Trail Blazers,104,,20580,0
2000-01,2001-03-26,7:00p,MIL,Milwaukee Bucks,78,PHI,Philadelphia 76ers,90,,20561,0
2000-01,2001-03-27,7:30p,BOS,Boston Celtics,115,ATL,Atlanta Hawks,112,OT,10641,0
2000-01,2001-03-27,10:30p,NYK,New York Knicks,117,SAC,Sacramento Kings,124,OT,17317,0
2000-01,2001-03-27,10:30p,DET,Detroit Pistons,94,LAC,Los Angeles Clippers,101,,13262,0
2000-01,2001-03-27,7:00p,IND,Indiana Pacers,110,WAS,Washington Wizards,102,,16304,0
2000-01,2001-03-27,8:30p,UTA,Utah Jazz,86,HOU,Houston Rockets,109,,13095,0
2000-01,2001-03-27,8:30p,CHA,Charlotte Hornets,79,SAS,San Antonio Spurs,93,,22109,0
2000-01,2001-03-27,8:00p,TOR,Toronto Raptors,101,MIA,Miami Heat,92,,18221,0
2000-01,2001-03-28,10:30p,SAC,Sacramento Kings,108,LAL,Los Angeles Lakers,84,,18997,0
2000-01,2001-03-28,9:00p,CLE,Cleveland Cavaliers,94,PHX,Phoenix Suns,103,,18312,0
2000-01,2001-03-28,10:00p,MIN,Minnesota Timberwolves,93,SEA,Seattle SuperSonics,94,,15916,0
2000-01,2001-03-28,7:30p,DEN,Denver Nuggets,96,NJN,New Jersey Nets,99,,17551,0
2000-01,2001-03-28,10:00p,DAL,Dallas Mavericks,94,POR,Portland Trail Blazers,84,,20580,0
2000-01,2001-03-28,8:00p,ORL,Orlando Magic,96,PHI,Philadelphia 76ers,95,,20683,0
2000-01,2001-03-29,8:00p,MIA,Miami Heat,96,MIL,Milwaukee Bucks,104,,18574,0
2000-01,2001-03-29,8:30p,BOS,Boston Celtics,106,CHI,Chicago Bulls,104,,22233,0
2000-01,2001-03-29,7:30p,IND,Indiana Pacers,93,ATL,Atlanta Hawks,104,,11748,0
2000-01,2001-03-29,7:00p,GSW,Golden State Warriors,100,WAS,Washington Wizards,116,,13041,0
2000-01,2001-03-29,8:30p,PHX,Phoenix Suns,90,HOU,Houston Rockets,85,,12230,0
2000-01,2001-03-29,8:00p,UTA,Utah Jazz,88,SAS,San Antonio Spurs,106,,24327,0
2000-01,2001-03-29,10:00p,NYK,New York Knicks,68,VAN,Vancouver Grizzlies,89,,15949,0
2000-01,2001-03-30,9:00p,CLE,Cleveland Cavaliers,88,UTA,Utah Jazz,95,,19772,0
2000-01,2001-03-30,10:30p,DAL,Dallas Mavericks,89,LAL,Los Angeles Lakers,98,,18997,0
2000-01,2001-03-30,10:30p,MIN,Minnesota Timberwolves,98,SAC,Sacramento Kings,110,,17317,0
2000-01,2001-03-30,10:00p,LAC,Los Angeles Clippers,84,SEA,Seattle SuperSonics,94,,14522,0
2000-01,2001-03-30,10:00p,NYK,New York Knicks,79,POR,Portland Trail Blazers,96,,20580,0
2000-01,2001-03-30,7:30p,IND,Indiana Pacers,92,BOS,Boston Celtics,87,,18624,0
2000-01,2001-03-30,7:00p,NJN,New Jersey Nets,99,TOR,Toronto Raptors,110,,19217,0
2000-01,2001-03-30,7:30p,DEN,Denver Nuggets,103,CHA,Charlotte Hornets,96,,15983,0
2000-01,2001-03-30,8:00p,ORL,Orlando Magic,97,DET,Detroit Pistons,100,,18161,0
2000-01,2001-03-30,7:00p,GSW,Golden State Warriors,89,PHI,Philadelphia 76ers,102,,20958,0
2000-01,2001-03-31,8:30p,MIA,Miami Heat,97,CHI,Chicago Bulls,90,,22301,0
2000-01,2001-03-31,7:30p,DEN,Denver Nuggets,88,ATL,Atlanta Hawks,99,,16030,0
2000-01,2001-03-31,10:30p,CLE,Cleveland Cavaliers,97,LAC,Los Angeles Clippers,104,,15544,0
2000-01,2001-03-31,7:00p,HOU,Houston Rockets,96,WAS,Washington Wizards,86,,20674,0
2000-01,2001-03-31,8:30p,MIL,Milwaukee Bucks,86,SAS,San Antonio Spurs,77,,35944,0
2000-01,2001-04-01,3:00p,BOS,Boston Celtics,79,CHA,Charlotte Hornets,80,,15103,0
2000-01,2001-04-01,12:30p,IND,Indiana Pacers,93,PHI,Philadelphia 76ers,104,,20690,0
2000-01,2001-04-01,8:00p,GSW,Golden State Warriors,87,DET,Detroit Pistons,104,,12237,0
2000-01,2001-04-01,3:00p,MIN,Minnesota Timberwolves,99,POR,Portland Trail Blazers,95,,20580,0
2000-01,2001-04-01,5:30p,NYK,New York Knicks,79,LAL,Los Angeles Lakers,78,,18997,0
2000-01,2001-04-01,5:30p,ORL,Orlando Magic,104,TOR,Toronto Raptors,101,,19971,0
2000-01,2001-04-01,8:00p,HOU,Houston Rockets,98,NJN,New Jersey Nets,101,,12142,0
2000-01,2001-04-01,3:00p,UTA,Utah Jazz,92,VAN,Vancouver Grizzlies,73,,13093,0
2000-01,2001-04-01,8:00p,MIL,Milwaukee Bucks,99,PHX,Phoenix Suns,106,,18464,0
2000-01,2001-04-01,9:00p,DAL,Dallas Mavericks,119,SAC,Sacramento Kings,107,,17317,0
2000-01,2001-04-03,7:30p,BOS,Boston Celtics,82,MIA,Miami Heat,77,,16500,0
2000-01,2001-04-03,8:00p,PHX,Phoenix Suns,81,IND,Indiana Pacers,85,,17616,0
2000-01,2001-04-03,9:00p,POR,Portland Trail Blazers,92,DEN,Denver Nuggets,94,,13755,0
2000-01,2001-04-03,8:00p,PHI,Philadelphia 76ers,85,TOR,Toronto Raptors,100,,19800,0
2000-01,2001-04-03,7:30p,CHA,Charlotte Hornets,103,NJN,New Jersey Nets,88,,14452,0
2000-01,2001-04-03,8:00p,LAL,Los Angeles Lakers,96,UTA,Utah Jazz,88,,19911,0
2000-01,2001-04-03,8:30p,DET,Detroit Pistons,110,CHI,Chicago Bulls,83,,21749,0
2000-01,2001-04-03,10:30p,MIL,Milwaukee Bucks,107,SAC,Sacramento Kings,101,,17317,0
2000-01,2001-04-03,8:30p,DAL,Dallas Mavericks,109,HOU,Houston Rockets,97,,11926,0
2000-01,2001-04-03,8:30p,SEA,Seattle SuperSonics,89,SAS,San Antonio Spurs,107,,19672,0
2000-01,2001-04-03,7:30p,ORL,Orlando Magic,82,NYK,New York Knicks,94,,19763,0
2000-01,2001-04-04,7:30p,PHX,Phoenix Suns,103,CHA,Charlotte Hornets,94,,15205,0
2000-01,2001-04-04,7:30p,BOS,Boston Celtics,101,ORL,Orlando Magic,108,,15689,0
2000-01,2001-04-04,7:00p,MIA,Miami Heat,86,WAS,Washington Wizards,84,,12904,0
2000-01,2001-04-04,7:30p,PHI,Philadelphia 76ers,90,DET,Detroit Pistons,84,,16485,0
2000-01,2001-04-04,7:30p,TOR,Toronto Raptors,97,CLE,Cleveland Cavaliers,94,,15414,0
2000-01,2001-04-04,10:00p,LAC,Los Angeles Clippers,78,VAN,Vancouver Grizzlies,86,,11312,0
2000-01,2001-04-04,10:30p,MIL,Milwaukee Bucks,108,GSW,Golden State Warriors,78,,11600,0
2000-01,2001-04-04,8:00p,POR,Portland Trail Blazers,79,MIN,Minnesota Timberwolves,83,,17207,0
2000-01,2001-04-05,9:00p,SAS,San Antonio Spurs,101,DEN,Denver Nuggets,80,,13796,0
2000-01,2001-04-05,8:00p,SAC,Sacramento Kings,92,UTA,Utah Jazz,86,,19911,0
2000-01,2001-04-05,8:30p,LAL,Los Angeles Lakers,100,CHI,Chicago Bulls,88,,23217,0
2000-01,2001-04-05,8:30p,SEA,Seattle SuperSonics,88,HOU,Houston Rockets,91,,11700,0
2000-01,2001-04-05,8:30p,ATL,Atlanta Hawks,94,DAL,Dallas Mavericks,108,,18187,0
2000-01,2001-04-05,7:30p,WAS,Washington Wizards,80,NYK,New York Knicks,93,,19763,0
2000-01,2001-04-06,7:30p,CHA,Charlotte Hornets,76,MIA,Miami Heat,81,,16500,0
2000-01,2001-04-06,7:30p,TOR,Toronto Raptors,108,ORL,Orlando Magic,100,,17248,0
2000-01,2001-04-06,7:00p,CLE,Cleveland Cavaliers,88,PHI,Philadelphia 76ers,96,,20767,0
2000-01,2001-04-06,8:00p,CHI,Chicago Bulls,93,IND,Indiana Pacers,100,,18345,0
2000-01,2001-04-06,10:00p,SAC,Sacramento Kings,118,VAN,Vancouver Grizzlies,90,,14863,0
2000-01,2001-04-06,10:30p,POR,Portland Trail Blazers,122,GSW,Golden State Warriors,91,,15325,0
2000-01,2001-04-06,10:30p,MIL,Milwaukee Bucks,110,LAC,Los Angeles Clippers,113,OT,17329,0
2000-01,2001-04-06,8:00p,PHX,Phoenix Suns,88,MIN,Minnesota Timberwolves,101,,18627,0
2000-01,2001-04-06,7:30p,LAL,Los Angeles Lakers,100,BOS,Boston Celtics,96,,18624,0
2000-01,2001-04-07,7:30p,DET,Detroit Pistons,97,CHA,Charlotte Hornets,92,,16655,0
2000-01,2001-04-07,7:00p,BOS,Boston Celtics,102,WAS,Washington Wizards,100,,18046,0
2000-01,2001-04-07,9:00p,VAN,Vancouver Grizzlies,97,DEN,Denver Nuggets,98,,14934,0
2000-01,2001-04-07,7:30p,PHX,Phoenix Suns,102,CLE,Cleveland Cavaliers,98,,18910,0
2000-01,2001-04-07,10:30p,SAS,San Antonio Spurs,93,LAC,Los Angeles Clippers,83,,18964,0
2000-01,2001-04-07,8:30p,ATL,Atlanta Hawks,97,HOU,Houston Rockets,110,,12213,0
2000-01,2001-04-07,8:30p,UTA,Utah Jazz,116,DAL,Dallas Mavericks,103,,18187,0
2000-01,2001-04-08,12:30p,NYK,New York Knicks,76,MIA,Miami Heat,81,,21103,0
2000-01,2001-04-08,9:00p,MIL,Milwaukee Bucks,88,SEA,Seattle SuperSonics,101,,15575,0
2000-01,2001-04-08,3:00p,CHI,Chicago Bulls,88,TOR,Toronto Raptors,100,,19800,0
2000-01,2001-04-08,1:00p,IND,Indiana Pacers,108,NJN,New Jersey Nets,83,,20049,0
2000-01,2001-04-08,3:00p,POR,Portland Trail Blazers,89,SAC,Sacramento Kings,98,,17317,0
2000-01,2001-04-08,9:00p,SAS,San Antonio Spurs,84,GSW,Golden State Warriors,76,,15273,0
2000-01,2001-04-08,5:30p,LAL,Los Angeles Lakers,104,MIN,Minnesota Timberwolves,99,,20099,0
2000-01,2001-04-09,7:00p,BOS,Boston Celtics,95,PHI,Philadelphia 76ers,108,,20365,0
2000-01,2001-04-09,8:00p,WAS,Washington Wizards,78,IND,Indiana Pacers,100,,16393,0
2000-01,2001-04-09,7:30p,ATL,Atlanta Hawks,69,DET,Detroit Pistons,81,,14557,0
2000-01,2001-04-09,9:00p,HOU,Houston Rockets,81,UTA,Utah Jazz,96,,19911,0
2000-01,2001-04-09,7:30p,CHA,Charlotte Hornets,98,NYK,New York Knicks,113,,19763,0
2000-01,2001-04-10,8:00p,PHI,Philadelphia 76ers,81,MIA,Miami Heat,83,,20098,0
2000-01,2001-04-10,10:00p,GSW,Golden State Warriors,88,POR,Portland Trail Blazers,116,,20580,0
2000-01,2001-04-10,10:30p,PHX,Phoenix Suns,80,LAL,Los Angeles Lakers,106,,18997,0
2000-01,2001-04-10,7:30p,ORL,Orlando Magic,78,CLE,Cleveland Cavaliers,101,,15215,0
2000-01,2001-04-10,10:00p,MIN,Minnesota Timberwolves,104,VAN,Vancouver Grizzlies,91,,10430,0
2000-01,2001-04-10,10:30p,LAC,Los Angeles Clippers,109,SAC,Sacramento Kings,116,OT,17317,0
2000-01,2001-04-10,8:30p,DEN,Denver Nuggets,100,HOU,Houston Rockets,99,,11989,0
2000-01,2001-04-10,8:30p,DAL,Dallas Mavericks,79,SAS,San Antonio Spurs,91,,25682,0
2000-01,2001-04-10,8:00p,CHI,Chicago Bulls,84,MIL,Milwaukee Bucks,105,,18717,0
2000-01,2001-04-11,7:00p,CHI,Chicago Bulls,113,WAS,Washington Wizards,109,,12266,0
2000-01,2001-04-11,8:00p,NYK,New York Knicks,93,IND,Indiana Pacers,100,,17857,0
2000-01,2001-04-11,7:30p,TOR,Toronto Raptors,87,DET,Detroit Pistons,99,,18790,0
2000-01,2001-04-11,10:00p,GSW,Golden State Warriors,101,SEA,Seattle SuperSonics,107,,14197,0
2000-01,2001-04-11,10:00p,DAL,Dallas Mavericks,106,PHX,Phoenix Suns,111,,19023,0
2000-01,2001-04-11,7:30p,CLE,Cleveland Cavaliers,102,ATL,Atlanta Hawks,107,,12842,0
2000-01,2001-04-11,7:00p,MIA,Miami Heat,102,BOS,Boston Celtics,97,,17121,0
2000-01,2001-04-12,7:30p,NJN,New Jersey Nets,78,CHA,Charlotte Hornets,88,,12898,0
2000-01,2001-04-12,8:00p,PHI,Philadelphia 76ers,77,ORL,Orlando Magic,101,,17248,0
2000-01,2001-04-12,10:30p,MIN,Minnesota Timberwolves,102,LAL,Los Angeles Lakers,119,,18997,0
2000-01,2001-04-12,10:00p,POR,Portland Trail Blazers,100,VAN,Vancouver Grizzlies,87,,12796,0
2000-01,2001-04-12,8:30p,SAC,Sacramento Kings,107,SAS,San Antonio Spurs,105,OT,34357,0
2000-01,2001-04-12,8:00p,UTA,Utah Jazz,93,MIL,Milwaukee Bucks,115,,18717,0
2000-01,2001-04-13,7:00p,ORL,Orlando Magic,110,WAS,Washington Wizards,113,,14104,0
2000-01,2001-04-13,8:00p,BOS,Boston Celtics,108,IND,Indiana Pacers,113,OT,18345,0
2000-01,2001-04-13,10:00p,HOU,Houston Rockets,109,POR,Portland Trail Blazers,103,,20580,0
2000-01,2001-04-13,9:00p,GSW,Golden State Warriors,92,DEN,Denver Nuggets,108,,15874,0
2000-01,2001-04-13,8:00p,MIA,Miami Heat,82,TOR,Toronto Raptors,94,,20104,0
2000-01,2001-04-13,7:30p,CLE,Cleveland Cavaliers,97,NJN,New Jersey Nets,91,,16770,0
2000-01,2001-04-13,8:30p,UTA,Utah Jazz,94,CHI,Chicago Bulls,83,,22579,0
2000-01,2001-04-13,10:00p,SEA,Seattle SuperSonics,100,PHX,Phoenix Suns,109,,19023,0
2000-01,2001-04-13,10:30p,MIN,Minnesota Timberwolves,105,LAC,Los Angeles Clippers,111,,18964,0
2000-01,2001-04-13,8:30p,SAC,Sacramento Kings,97,DAL,Dallas Mavericks,101,,18187,0
2000-01,2001-04-13,7:30p,ATL,Atlanta Hawks,65,NYK,New York Knicks,101,,19763,0
2000-01,2001-04-14,10:00p,HOU,Houston Rockets,100,VAN,Vancouver Grizzlies,95,,18571,0
2000-01,2001-04-14,10:30p,LAC,Los Angeles Clippers,106,GSW,Golden State Warriors,94,,12849,0
2000-01,2001-04-14,8:30p,DEN,Denver Nuggets,95,SAS,San Antonio Spurs,111,,34397,0
2000-01,2001-04-14,8:30p,TOR,Toronto Raptors,86,MIL,Milwaukee Bucks,112,,18717,0
2000-01,2001-04-14,7:30p,DET,Detroit Pistons,129,ATL,Atlanta Hawks,124,OT,17295,0
2000-01,2001-04-15,2:00p,ORL,Orlando Magic,90,MIA,Miami Heat,73,,16500,0
2000-01,2001-04-15,1:00p,CLE,Cleveland Cavaliers,106,WAS,Washington Wizards,98,,11668,0
2000-01,2001-04-15,12:30p,NYK,New York Knicks,82,PHI,Philadelphia 76ers,89,,20699,0
2000-01,2001-04-15,8:00p,CHA,Charlotte Hornets,99,DET,Detroit Pistons,90,,16678,0
2000-01,2001-04-15,9:00p,DAL,Dallas Mavericks,107,SEA,Seattle SuperSonics,99,OT,15194,0
2000-01,2001-04-15,5:30p,POR,Portland Trail Blazers,100,LAL,Los Angeles Lakers,105,,18997,0
2000-01,2001-04-15,3:00p,IND,Indiana Pacers,93,CHI,Chicago Bulls,86,,21788,0
2000-01,2001-04-15,10:00p,SAC,Sacramento Kings,86,PHX,Phoenix Suns,88,,19023,0
2000-01,2001-04-15,3:00p,UTA,Utah Jazz,100,MIN,Minnesota Timberwolves,107,,17447,0
2000-01,2001-04-15,12:30p,NJN,New Jersey Nets,88,BOS,Boston Celtics,95,,15148,0
2000-01,2001-04-16,7:00p,ATL,Atlanta Hawks,83,CHA,Charlotte Hornets,106,,14413,0
2000-01,2001-04-16,7:30p,MIL,Milwaukee Bucks,101,ORL,Orlando Magic,89,,17248,0
2000-01,2001-04-16,7:30p,NYK,New York Knicks,78,CLE,Cleveland Cavaliers,80,,15908,0
2000-01,2001-04-16,10:30p,VAN,Vancouver Grizzlies,100,SAC,Sacramento Kings,110,,17317,0
2000-01,2001-04-16,10:30p,DAL,Dallas Mavericks,110,GSW,Golden State Warriors,101,,13393,0
2000-01,2001-04-16,10:30p,PHX,Phoenix Suns,80,LAC,Los Angeles Clippers,100,,19347,0
2000-01,2001-04-17,7:30p,MIL,Milwaukee Bucks,89,MIA,Miami Heat,91,,16500,0
2000-01,2001-04-17,8:00p,PHI,Philadelphia 76ers,111,IND,Indiana Pacers,105,OT,18345,0
2000-01,2001-04-17,9:00p,SAS,San Antonio Spurs,99,POR,Portland Trail Blazers,93,,20580,0
2000-01,2001-04-17,10:30p,DEN,Denver Nuggets,91,LAL,Los Angeles Lakers,108,,18997,0
2000-01,2001-04-17,7:00p,DET,Detroit Pistons,92,TOR,Toronto Raptors,94,OT,19800,0
2000-01,2001-04-17,7:30p,CHI,Chicago Bulls,100,NJN,New Jersey Nets,94,,17123,0
2000-01,2001-04-17,9:00p,LAC,Los Angeles Clippers,92,UTA,Utah Jazz,97,,19667,0
2000-01,2001-04-17,8:30p,MIN,Minnesota Timberwolves,87,HOU,Houston Rockets,114,,16285,0
2000-01,2001-04-17,7:30p,WAS,Washington Wizards,119,ATL,Atlanta Hawks,122,,13257,0
2000-01,2001-04-18,8:00p,MIA,Miami Heat,103,ORL,Orlando Magic,91,,16377,0
2000-01,2001-04-18,7:00p,TOR,Toronto Raptors,98,WAS,Washington Wizards,92,,16427,0
2000-01,2001-04-18,7:00p,CHI,Chicago Bulls,92,PHI,Philadelphia 76ers,86,,19449,0
2000-01,2001-04-18,10:00p,SAS,San Antonio Spurs,67,SEA,Seattle SuperSonics,105,,16049,0
2000-01,2001-04-18,9:00p,SAC,Sacramento Kings,100,DEN,Denver Nuggets,110,,18495,0
2000-01,2001-04-18,7:30p,IND,Indiana Pacers,105,CLE,Cleveland Cavaliers,101,OT,17290,0
2000-01,2001-04-18,10:30p,UTA,Utah Jazz,93,PHX,Phoenix Suns,98,,19023,0
2000-01,2001-04-18,10:30p,VAN,Vancouver Grizzlies,95,GSW,Golden State Warriors,81,,14437,0
2000-01,2001-04-18,8:30p,MIN,Minnesota Timberwolves,100,DAL,Dallas Mavericks,120,,18187,0
2000-01,2001-04-18,7:30p,DET,Detroit Pistons,88,NYK,New York Knicks,94,,19763,0
2000-01,2001-04-18,7:00p,CHA,Charlotte Hornets,97,BOS,Boston Celtics,92,,17762,0
2000-01,2001-04-21,8:30p,CHA,Charlotte Hornets,106,MIA,Miami Heat,80,,20085,1
2000-01,2001-04-21,12:30p,IND,Indiana Pacers,79,PHI,Philadelphia 76ers,78,,20613,1
2000-01,2001-04-21,3:00p,DAL,Dallas Mavericks,86,UTA,Utah Jazz,88,,19100,1
2000-01,2001-04-21,5:30p,MIN,Minnesota Timberwolves,82,SAS,San Antonio Spurs,87,,33983,1
2000-01,2001-04-22,5:30p,POR,Portland Trail Blazers,93,LAL,Los Angeles Lakers,106,,18997,1
2000-01,2001-04-22,3:00p,PHX,Phoenix Suns,86,SAC,Sacramento Kings,83,,17317,1
2000-01,2001-04-22,12:30p,TOR,Toronto Raptors,85,NYK,New York Knicks,92,,19763,1
2000-01,2001-04-22,8:30p,ORL,Orlando Magic,90,MIL,Milwaukee Bucks,103,,18717,1
2000-01,2001-04-23,7:00p,CHA,Charlotte Hornets,102,MIA,Miami Heat,76,,16500,1
2000-01,2001-04-23,9:30p,MIN,Minnesota Timberwolves,69,SAS,San Antonio Spurs,86,,31759,1
2000-01,2001-04-24,8:00p,IND,Indiana Pacers,98,PHI,Philadelphia 76ers,116,,20739,1
2000-01,2001-04-24,10:30p,DAL,Dallas Mavericks,98,UTA,Utah Jazz,109,,19911,1
2000-01,2001-04-25,10:30p,PHX,Phoenix Suns,90,SAC,Sacramento Kings,116,,17317,1
2000-01,2001-04-25,8:00p,ORL,Orlando Magic,96,MIL,Milwaukee Bucks,103,,18717,1
2000-01,2001-04-26,10:30p,POR,Portland Trail Blazers,88,LAL,Los Angeles Lakers,106,,18997,1
2000-01,2001-04-26,8:00p,TOR,Toronto Raptors,94,NYK,New York Knicks,74,,19763,1
2000-01,2001-04-27,8:00p,MIA,Miami Heat,79,CHA,Charlotte Hornets,94,,22283,1
2000-01,2001-04-28,8:30p,MIL,Milwaukee Bucks,116,ORL,Orlando Magic,121,OT,17248,1
2000-01,2001-04-28,1:40p,PHI,Philadelphia 76ers,92,IND,Indiana Pacers,87,,18345,1
2000-01,2001-04-28,3:00p,UTA,Utah Jazz,91,DAL,Dallas Mavericks,94,,18187,1
2000-01,2001-04-28,5:30p,SAS,San Antonio Spurs,84,MIN,Minnesota Timberwolves,93,,17676,1
2000-01,2001-04-29,5:30p,LAL,Los Angeles Lakers,99,POR,Portland Trail Blazers,86,,20580,1
2000-01,2001-04-29,12:30p,NYK,New York Knicks,97,TOR,Toronto Raptors,89,,20217,1
2000-01,2001-04-29,3:00p,SAC,Sacramento Kings,104,PHX,Phoenix Suns,96,,19023,1
2000-01,2001-04-30,8:00p,SAS,San Antonio Spurs,97,MIN,Minnesota Timberwolves,84,,16336,1
2000-01,2001-05-01,9:30p,UTA,Utah Jazz,77,DAL,Dallas Mavericks,107,,18300,1
2000-01,2001-05-01,7:00p,MIL,Milwaukee Bucks,112,ORL,Orlando Magic,104,,17248,1
2000-01,2001-05-02,9:00p,PHI,Philadelphia 76ers,88,IND,Indiana Pacers,85,,18345,1
2000-01,2001-05-02,8:00p,NYK,New York Knicks,93,TOR,Toronto Raptors,100,,20282,1
2000-01,2001-05-02,10:30p,SAC,Sacramento Kings,89,PHX,Phoenix Suns,82,,18836,1
2000-01,2001-05-03,9:00p,DAL,Dallas Mavericks,84,UTA,Utah Jazz,83,,19911,1
2000-01,2001-05-04,8:00p,TOR,Toronto Raptors,93,NYK,New York Knicks,89,,19763,1
2000-01,2001-05-05,6:30p,DAL,Dallas Mavericks,78,SAS,San Antonio Spurs,94,,32798,1
2000-01,2001-05-06,5:30p,TOR,Toronto Raptors,96,PHI,Philadelphia 76ers,93,,20892,1
2000-01,2001-05-06,12:40p,CHA,Charlotte Hornets,92,MIL,Milwaukee Bucks,104,,18717,1
2000-01,2001-05-06,3:00p,SAC,Sacramento Kings,105,LAL,Los Angeles Lakers,108,,18997,1
2000-01,2001-05-07,8:00p,DAL,Dallas Mavericks,86,SAS,San Antonio Spurs,100,,27690,1
2000-01,2001-05-08,8:00p,CHA,Charlotte Hornets,90,MIL,Milwaukee Bucks,91,,18717,1
2000-01,2001-05-08,10:30p,SAC,Sacramento Kings,90,LAL,Los Angeles Lakers,96,,18997,1
2000-01,2001-05-09,9:30p,SAS,San Antonio Spurs,104,DAL,Dallas Mavericks,90,,18237,1
